page,titre,adresse,nom,statut,fichier,candidats
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,30-10-2020-justificatif-de-deplacement-scolaire_allemand.pdf,miroir,2020/11/30-10-2020-justificatif-de-deplacement-scolaire_allemand.pdf,2020/11/30-10-2020-justificatif-de-deplacement-scolaire_allemand.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,30-10-2020-justificatif-de-deplacement-scolaire_russe.pdf,miroir,2020/11/30-10-2020-justificatif-de-deplacement-scolaire_russe.pdf,2020/11/30-10-2020-justificatif-de-deplacement-scolaire_russe.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,attestation_deplacement_scolaire_hongrois.pdf,miroir,2020/11/attestation_deplacement_scolaire_hongrois.pdf,2020/11/attestation_deplacement_scolaire_hongrois.pdf
1007,Education :  J.M Blanquer vous souhaite une choyeuse rentrée !,/education-j-m-blanquer-vous-souhaite-une-choyeuse-rentree/,cnt_so_educ_choyeuse_rentree,miroir,2020/10/cnt_so_educ_choyeuse_rentree.pdf,2020/10/cnt_so_educ_choyeuse_rentree.pdf
1010,"L'épidémie flambe, élèves et personnels doivent être protégés !",/lepidemie-flambe-eleves-et-personnels-doivent-etre-proteges/,cnt_so_educ_30_10_20,miroir,2020/10/cnt_so_educ_30_10_20.pdf,2020/10/cnt_so_educ_30_10_20.pdf
1017,"Sous-traitance : COVID19 ou pas,  on ne touche pas à nos droits !",/sous-traitance-covid19-ou-pas-on-ne-touche-pas-a-nos-droits/,com_stn_oct20,miroir,2020/10/com_stn_oct20.pdf,2020/10/com_stn_oct20.pdf
1019,"Budget 2021, en période d’épidémie : l’austérité !",/budget-2021-en-periode-depidemie-lausterite/,cnt_so_educ_com_budget2021,miroir,2020/10/cnt_so_educ_com_budget2021-1-1.pdf,2020/10/cnt_so_educ_com_budget2021-1-1.pdf
1025,Coronavirus : exercer son droit d'alerte et de retrait dans l’Éducation,/coronavirus-exercer-son-droit-dalerte-et-de-retrait-dans-leducation/,fiche_alerte_retrait_education_maj_septembre_20,miroir,2020/09/fiche_alerte_retrait_education_maj_septembre_20-1.pdf,2020/09/fiche_alerte_retrait_education_maj_septembre_20-1.pdf
1029,COVID-19 : les salarié.e.s en isolement ou en garde d'enfant,/covid-19-les-salarie-e-s-en-isolement-ou-en-garde-denfant/,cnt_so_fiche_arret_travail_isolement_garde_enfants,miroir,2020/09/cnt_so_fiche_arret_travail_isolement_garde_enfants_09_20-1.pdf,2020/09/cnt_so_fiche_arret_travail_isolement_garde_enfants_09_20-1.pdf
1031,COVID-19 : les obligations à charge des employeurs,/covid-19-les-obligations-a-charge-des-employeurs/,fiche_obligations_employeurs_septembre,miroir,2020/09/cnt_so_fiche_obligations_employeurs_septembre_2020-1.pdf,2020/09/cnt_so_fiche_obligations_employeurs_septembre_2020-1.pdf
1032,COVID-19 : exercice du droit de retrait (secteur privé),/covid-19-exercice-du-droit-de-retrait-secteur-prive/,fiche_droit_retrait_septembre_2020,miroir,2020/09/cnt_so_fiche_droit_retrait_septembre_2020.pdf,2020/09/cnt_so_fiche_droit_retrait_septembre_2020.pdf
1070,Communiqué confédéral du 15/05/20,/communique-confederal-du-15-05-20/,cnt_so_communique_confederal_15_mai,miroir,2020/05/cnt_so_communique_confederal_15_mai_2020.pdf,2020/05/cnt_so_communique_confederal_15_mai_2020.pdf
1072,Coronavirus : exercer son droit de retrait dans l'Education,/coronavirus-exercer-son-droit-de-retrait-dans-leducation/,cnt_so_educ_se_defendre_covid19,miroir,2020/05/cnt_so_educ_se_defendre_covid19.pdf,2020/05/cnt_so_educ_se_defendre_covid19.pdf
1084,Activité partielle : le cas des personnes vulnérables et leurs proches (secteur privé),/activite-partielle-le-cas-des-personnes-vulnerables-et-leurs-proches-secteur-prive/,cnt_so_fiche_activite_partielle_maj_04_05_2020,miroir,2020/05/cnt_so_fiche_activite_partielle_maj_04_05_2020.pdf,2020/05/cnt_so_fiche_activite_partielle_maj_04_05_2020.pdf
1086,ACTIVITÉ PARTIELLE – DISPOSITIF POUR LE COVID 2019,/activite-partielle-dispositif-pour-le-covid-2019/,cnt_so_fiche_activite_partielle_maj_04_05_2020,miroir,2020/05/cnt_so_fiche_activite_partielle_maj_04_05_2020.pdf,2020/05/cnt_so_fiche_activite_partielle_maj_04_05_2020.pdf
1089,Communiqué de la fédération Education & Recherche CNT-SO sur la réouverture des établissements,/communique-de-la-federation-education-recherche-cnt-so-sur-la-reouverture-des-etablissements/,cnt_so_educ_com_04_05_2020,miroir,2020/04/cnt_so_educ_com_04_05_2020.pdf,2020/04/cnt_so_educ_com_04_05_2020.pdf
1092,"COVID-19 : Chômeurs.euses, CDD, Intérimaires, intermittent.e.s ...",/covid-19-chomeurs-euses-cdd-interimaires-intermittent-e-s/,cnt_so_fiche_chomeurs_cdd_maJ,miroir,2020/04/cnt_so_fiche_chomeurs_cdd_maj.pdf,2020/04/cnt_so_fiche_chomeurs_cdd_maj.pdf
1097,Ouverture des établissements scolaires : on ne joue pas avec la santé des personnels et des élèves !,/ouverture-des-etablissements-scolaires-on-ne-joue-pas-avec-la-sante-des-personnels-et-des-eleves/,cnt_so_educ_14_avril_2020.pdf,miroir,2020/04/cnt_so_educ_14_avril_2020.pdf,2020/04/cnt_so_educ_14_avril_2020.pdf
1101,"COVID-19 : pour les sans-papiers, la triple peine",/covid-19-pour-les-sans-papiers-la-triple-peine/,cnt_so_sans_papiers_8_avril_2020,miroir,2020/04/cnt_so_sans_papiers_8_avril_2020.pdf,2020/04/cnt_so_sans_papiers_8_avril_2020.pdf
1102,Covid19 et activité syndicale : quelle action pour les représentant·e·s du personnel ?,/covid19-et-activite-syndicale-quelle-action-pour-les-representant-e-s-du-personnel/,Cnt_so_fiche_activite_syndicale,exact,2020/04/cnt_so_fiche_activite_syndicale.pdf,2020/04/cnt_so_fiche_activite_syndicale.pdf
1103,"Dans le nettoyage, bosse et tais-toi ?!? Avec la CNT-SO, on revendique !",/dans-le-nettoyage-bosse-et-tais-toi-avec-la-cnt-so-on-revendique/,cnt_so_nettoyage_tais_toi_bosse_avril_2020,miroir,2020/04/cnt_so_nettoyage_tais_toi_bosse_avril_2020.pdf,2020/04/cnt_so_nettoyage_tais_toi_bosse_avril_2020.pdf
1110,Coronavirus  : le combat pour la santé et la défense des intérêts des travailleurs.euses continue  !,/coronavirus-le-combat-pour-la-sante-et-la-defense-des-interets-des-travailleurs-euses-continue-2/,cnt_so_combat_travailleurs_euses_24_03_20,miroir,2020/03/cnt_so_combat_travailleurs_euses_24_03_20-2.pdf,2020/03/cnt_so_combat_travailleurs_euses_24_03_20-2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_de_sortie_espagnol-v2,miroir,2020/03/attestation_de_sortie_espagnol-v2.pdf,2020/03/attestation_de_sortie_espagnol-v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_de_sortie_russe-v2,miroir,2020/03/attestation_de_sortie_russe-v2.pdf,2020/03/attestation_de_sortie_russe-v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_deplacement_turque_v2,miroir,2020/03/attestation_deplacement_turque_v2.pdf,2020/03/attestation_deplacement_turque_v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_deplacement_hongrois_v2,miroir,2020/03/attestation_deplacement_hongrois_v2.pdf,2020/03/attestation_deplacement_hongrois_v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_deplacement_italien_v2,miroir,2020/03/attestation_deplacement_italien_v2.pdf,2020/03/attestation_deplacement_italien_v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,malgache_attestation_de_deplacement_derogatoire_v2,miroir,2020/03/malgache_attestation_de_deplacement_derogatoire_v2.pdf,2020/03/malgache_attestation_de_deplacement_derogatoire_v2.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,albanais_attestation_de_deplacement_derogatoire_-_france_V2,miroir,2020/03/albanais_attestation_de_deplacement_derogatoire_-_france.pdf,2020/03/albanais_attestation_de_deplacement_derogatoire_-_france.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,Attestation_deplacement_tamoul,miroir,2020/03/attestation_tamoule-converti.pdf,2020/03/attestation_tamoule-converti.pdf
1115,Confinement Coronavirus : attestation de circulation et justificatif de déplacement professionnel (traduction en langues étrangères),/confinement-coronavirus-attestation-de-circulation-et-justificatif-de-deplacement-professionnel-traduction-en-langues-etrangeres/,attestation_de_placements_grec,miroir,2020/03/attestation_de_placements_grec.pdf,2020/03/attestation_de_placements_grec.pdf
1121,Coronavirus : procédure d'arrêt de travail simplifiée en ligne pour les personnes à risque,/coronavirus-procedure-darret-de-travail-simplifiee-en-ligne-pour-les-personnes-a-risque/,cnt_so_fiche_arret_personnes_risque,miroir,2020/03/cnt_so_fiche_arret_personnes_risque.pdf,2020/03/cnt_so_fiche_arret_personnes_risque.pdf
1131,Restauration : en 2020 on s'organise !,/restauration-en-2020-on-sorganise/,cnt_so_restauration_2020,miroir,2020/03/cnt_so_restauration_2020-2.pdf,2020/03/cnt_so_restauration_2020-2.pdf
1147,Les retraites Macron c'est toujours NON !,/les-retraites-macron-cest-toujours-non/,cnt_so_retraites_21_janvier_2020,miroir,2020/01/cnt_so_retraites_21_janvier_2020.pdf,2020/01/cnt_so_retraites_21_janvier_2020.pdf
1149,Education : les E3C ça sera sans nous !,/education-les-e3c-ca-sera-sans-nous/,cnt_so_e3c,miroir,2020/01/cnt_so_e3c_janvier_2020-3.pdf,2020/01/cnt_so_e3c_janvier_2020-3.pdf
1152,"Avec ou sans âge pivot, la retraite à points on n'en veux pas : retrait du projet Macron/philippe !",/avec-ou-sans-age-pivot-la-retraite-a-points-on-nen-veux-pas-retrait-du-projet-macron-philippe/,cnt_so_retraites_14_janvier_2020,miroir,2020/01/cnt_so_retraites_14_janvier_2020.pdf,2020/01/cnt_so_retraites_14_janvier_2020.pdf
1157,Retraites Macron... un seul mot d'ordre : RETRAIT !,/retraites-macron-un-seul-mot-dordre-retrait/,cnt_so_retraites_janvier_2020,miroir,2020/01/cnt_so_retraites_janvier_2020.pdf,2020/01/cnt_so_retraites_janvier_2020.pdf
1161,Retraites Macron : encore et toujours non !,/retraites-macron-encore-et-toujours-non/,cnt_so_retraites_18_dec_2019,miroir,2019/12/cnt_so_retraites_18_dec_2019.pdf,2019/12/cnt_so_retraites_18_dec_2019.pdf
1163,"Pour la défense de l'hôpital public et les retraites : ""opération coup de poing"" à la Salpétrière",/pour-la-defense-de-lhopital-public-et-les-retraites-operation-coup-de-poing-a-la-salpetriere/,video_operation_coup_de_pong.mp4,miroir,2019/12/video_operation_coup_de_pong.mp4,2019/12/video_operation_coup_de_pong.mp4
1163,"Pour la défense de l'hôpital public et les retraites : ""opération coup de poing"" à la Salpétrière",/pour-la-defense-de-lhopital-public-et-les-retraites-operation-coup-de-poing-a-la-salpetriere/,intervention_en_direct_sur_bfm_cet_apres-midi_avec_l_intersyndical_de_la_piti.-2419150931635015.mp4,miroir,2019/12/intervention_en_direct_sur_bfm_cet_apres-midi_avec_l_intersyndical_de_la_piti.-2419150931635015.mp4,2019/12/intervention_en_direct_sur_bfm_cet_apres-midi_avec_l_intersyndical_de_la_piti.-2419150931635015.mp4
1180,Suspension de la grève au NH Collection Marseille,/suspension-de-la-greve-au-nh-collection-marseille/,communique-nhcollection_23sept,miroir,2019/09/communique-nhcollection_23sept.pdf,2019/09/communique-nhcollection_23sept.pdf
1185,"Rentrée des classes, rentrée... sociale ! Travailleurs.euses de l'éducation, syndiquez-vous !",/rentree-des-classes-rentree-sociale-travailleurs-euses-de-leducation-syndiquez-vous/,cnt_so_educ_rentree_2019_2020,miroir,2019/08/cnt_so_educ_rentree_2019_2020_vfinale.pdf,2019/08/cnt_so_educ_rentree_2019_2020_vfinale.pdf
1187,Plus de 5 mois de grève au NH Collection Marseille : continuons la solidarité active et financière !,/plus-de-5-mois-de-greve-au-nh-collection-marseille-continuons-la-solidarite-active-et-financiere/,caisse_de_greve_nh-3.pdf,miroir,2019/08/caisse_de_greve_nh-3.pdf,2019/08/caisse_de_greve_nh-3.pdf
1190,Marlene Schiappa : les femmes de chambre et les travailleurs-euses de la propreté n’ont pas besoin de blabla mais d’avancées pour leurs droits !,/marlene-schiappa-les-femmes-de-chambre-et-les-travailleurs-euses-de-la-proprete-nont-pas-besoin-de-blabla-mais-davancees-pour-leurs-droits/,communique_schiappa_24juin19,miroir,2019/06/communique_schiappa_24juin19.pdf,2019/06/communique_schiappa_24juin19.pdf
1194,Grève au NH Collection Marseille : pétition/lettre ouverte au Préfet 13 et de région.,/greve-au-nh-collection-marseille-petition-lettre-ouverte-au-prefet-13-et-de-region/,petition_lettre_au_prefet_juin_2019,miroir,2019/06/petition_lettre_au_prefet_juin_2019-2.pdf,2019/06/petition_lettre_au_prefet_juin_2019-2.pdf
1198,NH Collection Marseille : nous ne voulons pas d'une médiation bidon mais un vraie négociation !,/nh-collection-marseille-nous-ne-voulons-pas-dune-mediation-bidon-mais-un-vraie-negociation/,communique_nh_04juin19-2,miroir,2019/06/communique_nh_04juin19-2.pdf,2019/06/communique_nh_04juin19-2.pdf
1199,NH Collection Marsella : las camareras de piso en huelga desde el 11 de abril ! NH hostal ¡ Qué vergüenza !,/nh-collection-marsella-las-camareras-de-piso-en-huelga-desde-el-11-de-abril-nh-hostal-que-verguenza/,NH_hotel.castellano,miroir,2019/06/trad_tract_nh_hotel.castillan.pdf,2019/06/trad_tract_nh_hotel.castillan.pdf
1205,Violences policières et expulsions illégales du piquet de grève au NH Collection Marseille : que protège la police ?,/violences-policieres-et-expulsions-illegales-du-piquet-de-greve-au-nh-collection-marseille-que-protege-la-police/,communique-nhcollection_27mai,miroir,2019/05/communique-nhcollection_27mai-1.pdf,2019/05/communique-nhcollection_27mai-1.pdf
1206,Des postiers sans-papiers  : pourquoi  ? Tract unitaire 94,/des-postiers-sans-papiers-pourquoi-tract-unitaire-94/,Tract_sans_papiers_94,miroir,2019/05/tract_sans_paps_94.pdf,2019/05/tract_sans_paps_94.pdf
1208,La discrimination anti-syndicale mise en échec chez LASER Propreté !,/la-discrimination-anti-syndicale-mise-en-echec-chez-laser-proprete/,jugement_laser,miroir,2019/05/jugement_laser.pdf,2019/05/jugement_laser.pdf
1213,Droits et respect pour les nettoyeurs et nettoyeuses  de la Banque de France !,/droits-et-respect-pour-les-nettoyeurs-et-nettoyeuses-de-la-banque-de-france/,tract_onet_bdf,miroir,2019/05/tract_onet_bdf_mef.pdf,2019/05/tract_onet_bdf_mef.pdf
1216,"Contre la loi Fonction publique, tous et toutes en grève le 9 mai 2019 !",/contre-la-loi-fonction-publique-tous-et-toutes-en-greve-le-9-mai-2019/,cnt_so_loi_fonction_publique,miroir,2019/05/cnt_so_loi_fonction_publique.pdf,2019/05/cnt_so_loi_fonction_publique.pdf
1220,"Grève à l'hôtel NH Collection Marseille,  ELIOR tente la répression judiciaire...",/greve-a-lhotel-nh-collection-marseille-elior-tente-la-repression-judiciaire/,communique_nhcollection_23avr19,miroir,2019/04/communique_nhcollection_23avr19.pdf,2019/04/communique_nhcollection_23avr19.pdf
1227,"Education : après le succès de la grève du 19 mars, on continue de faire monter la mobilisation !",/education-apres-le-succes-de-la-greve-du-19-mars-on-continue-de-faire-monter-la-mobilisation/,cnt_so_educ_mars_avril_2019,miroir,2019/03/cnt_so_educ_mars_avril_2019-1.pdf,2019/03/cnt_so_educ_mars_avril_2019-1.pdf
1229,La crèche de l’œuf à la Busserine (Marseille 15°) est toujours menacée !,/la-creche-de-loeuf-a-la-busserine-marseille-15-est-toujours-menacee/,Communique_busserine_mars19,miroir,2019/03/communique_busserine_mars19.pdf,2019/03/communique_busserine_mars19.pdf
1235,[19 mars] Contre la casse de l'école publique et de nos conditions de travail : tous et toutes en grève !,/19-mars-contre-la-casse-de-lecole-publique-et-de-nos-conditions-de-travail-tous-et-toutes-en-greve/,cnt_so_educ_greve_19_03_19,miroir,2019/03/cnt_so_educ_greve_19_03_19.pdf,2019/03/cnt_so_educ_greve_19_03_19.pdf
1261,"Sous-traitance hôtelière, la lutte a encore payé !",/sous-traitance-hoteliere-la-lutte-a-encore-paye/,communique_telsia_19dec18,miroir,2018/12/communique_telsia_19dec18.pdf,2018/12/communique_telsia_19dec18.pdf
1264,"Sous-traitance hôtelière,  la colère continue de monter !",/sous-traitance-hoteliere-la-colere-continue-de-monter/,communique_telsia_13dec18,miroir,2018/12/communique_telsia_13dec18.pdf,2018/12/communique_telsia_13dec18.pdf
1269,Education : les personnels dans l'action au côté des lycéen-ne-s !,/education-les-personnels-dans-laction-au-cote-des-lyceen-ne-s/,cnt_so_educ_decembre_2018,miroir,2018/12/cnt_so_educ_decembre_2018-1.pdf,2018/12/cnt_so_educ_decembre_2018-1.pdf
1290,"Violences patronales, répression anti-syndicale :  ça se passe comme ça chez Mac Donald’s !",/violences-patronales-repression-anti-syndicale-ca-se-passe-comme-ca-chez-mac-donalds/,communique_macdo,miroir,2018/10/communique_macdo_05oct18.pdf,2018/10/communique_macdo_05oct18.pdf
1294,Lycées professionnels : tous et toutes en grève le 27/09 !,/lycees-professionnels-tous-et-toutes-en-greve-le-27-09/,cnt_so_greve_lp_27_09_18,miroir,2018/09/cnt_so_greve_lp_27_09_18.pdf,2018/09/cnt_so_greve_lp_27_09_18.pdf
1299,"Dans les services à la personne, en 2019, on s'organise !",/dans-les-services-a-la-personne-en-2019-on-sorganise/,CNT_SO_SAP_2019,miroir,2018/08/cnt_so_sap_2019-2.pdf,2018/08/cnt_so_sap_2019-2.pdf
1300,"Nettoyage : Stop au mépris et à l’exploitation ! En 2018, on s'organise avec la CNT-SO !",/nettoyage-stop-au-mepris-et-a-lexploitation-en-2018-on-sorganise-avec-la-cnt-so/,cnt_so_nettoyage_2018,miroir,2018/08/cnt_so_nettoyage_2018-2.pdf,2018/08/cnt_so_nettoyage_2018-2.pdf
1301,"Restauration : en 2018, on s'organise avec la CNT-SO !",/restauration-en-2018-on-sorganise-avec-la-cnt-so/,cnt_so_restauration_2018,miroir,2018/08/cnt_so_restauration_2018_conf.pdf,2018/08/cnt_so_restauration_2018_conf.pdf
1311,Maintien des activités pour la « crèche de l’œuf » à la Busserine ( Marseille 14°) !,/maintien-des-activites-pour-la-creche-de-loeuf-a-la-busserine-marseille-14/,vid_20180709_174831.mp4,miroir,2018/07/vid_20180709_174831.mp4,2018/07/vid_20180709_174831.mp4
1327,"22 mai 2018, tous et toutes en lutte pour défendre les services publics ! Le rapport de force, c'est maintenant !",/22-mai-2018-tous-et-toutes-en-lutte-pour-defendre-les-services-publics-le-rapport-de-force-cest-maintenant/,tract_22mai18,miroir,2018/05/tract_22mai18.pdf,2018/05/tract_22mai18.pdf
1330,"Le 1er mai, remettons l’imagination au pouvoir ! Tous et toutes dans la rue !",/le-1er-mai-remettons-limagination-au-pouvoir-tous-et-toutes-dans-la-rue/,cnt_so_1er_mai_2018,miroir,2018/04/cnt_so_1er_mai_2018.pdf,2018/04/cnt_so_1er_mai_2018.pdf
1340,Public – Privé : le rapport de force c'est maintenant !,/public-prive-le-rapport-de-force-cest-maintenant/,cnt_so_public_prive_avril2018,miroir,2018/04/cnt_so_public_prive_avril2018.pdf,2018/04/cnt_so_public_prive_avril2018.pdf
1342,Scolarité obligatoire dès 3 ans : beaucoup de bruit pour rien… et pas de moyens annoncés !,/scolarite-obligatoire-des-3-ans-beaucoup-de-bruit-pour-rien-et-pas-de-moyens-annonces/,cnt_so_com_assises_maternelle,miroir,2018/04/cnt_so_com_assises_maternelle_04_18.pdf,2018/04/cnt_so_com_assises_maternelle_04_18.pdf
1359,LARGE VICTOIRE DES GRÉVISTES HEMERA - HOLIDAY INN,/large-victoire-des-grevistes-hemera-holiday-inn/,communique_holidayinn_09fev18,miroir,2018/02/communique_holidayinn_09fev18.pdf,2018/02/communique_holidayinn_09fev18.pdf
1359,LARGE VICTOIRE DES GRÉVISTES HEMERA - HOLIDAY INN,/large-victoire-des-grevistes-hemera-holiday-inn/,amplia_victoria_ok_de_los_huelguistas_en_hemera,miroir,2018/02/amplia_victoria_ok_de_los_huelguistas_en_hemera.pdf,2018/02/amplia_victoria_ok_de_los_huelguistas_en_hemera.pdf
1360,Conflit Holiday Inn Clichy : nouveau blocage des négociations !,/conflit-holiday-inn-clichy-nouveau-blocage-des-negociations/,communique_de_presse_holidayinn_7_fevrier_2018,miroir,2018/02/communique_de_presse_holidayinn_7_fevrier_2018.pdf,2018/02/communique_de_presse_holidayinn_7_fevrier_2018.pdf
1362,L'école Macron/Blanquer ne sera jamais la notre : en grève le 06/02/18 !,/lecole-macron-blanquer-ne-sera-jamais-la-notre-en-greve-le-06-02-18/,cnt_so_reforme_lycee_greve_06,miroir,2018/02/cnt_so_reforme_lycee_greve_06_02_18.pdf,2018/02/cnt_so_reforme_lycee_greve_06_02_18.pdf
1365,Sous-traitance = Maltraitance ! Grève au Formule 1 porte Montmartre (Paris 18°),/sous-traitance-maltraitance-greve-au-formule-1-porte-montmartre-paris-18/,ormule_1_tract_31012018,miroir,2018/02/formule_1_tact_31012018.pdf,2018/02/formule_1_tact_31012018.pdf
1371,Triple action contre la sous-traitance hôtelière pour les trois mois de grève à l'Holiday Inn de Clichy (Lyon - Marseille - Genève),/triple-action-contre-la-sous-traitance-hoteliere-pour-les-trois-mois-de-greve-a-lholiday-inn-de-clichy-lyon-marseille-geneve/,holidayinn_lyon_18janv18,miroir,2018/01/holidayinn_lyon_18janv18.pdf,2018/01/holidayinn_lyon_18janv18.pdf
1371,Triple action contre la sous-traitance hôtelière pour les trois mois de grève à l'Holiday Inn de Clichy (Lyon - Marseille - Genève),/triple-action-contre-la-sous-traitance-hoteliere-pour-les-trois-mois-de-greve-a-lholiday-inn-de-clichy-lyon-marseille-geneve/,holidayinn_Marseille_20janv18,miroir,2018/01/tract_holidayinn_20janv18-2.pdf,2018/01/tract_holidayinn_20janv18-2.pdf
1372,"De Clichy à Marseille les ""invisibles"" de la sous-traitance hôtelière se font entendre ! Rassemblement samedi 20/01 à Marseille",/de-clichy-a-marseille-les-invisibles-de-la-sous-traitance-hoteliere-se-font-entendre-rassemblement-samedi-20-01-a-marseille/,tract_holidayinn_20janv18,miroir,2018/01/tract_holidayinn_20janv18.pdf,2018/01/tract_holidayinn_20janv18.pdf
1392,[Aix-Marseille] Semaine d’action contre la suppressions de contrats CUI dans l’Education du 13 au 17 novembre,/aix-marseille-semaine-daction-contre-la-suppressions-de-contrats-cui-dans-leducation-du-13-au-17-novembre/,pe_tition_aade,miroir,2017/11/pe_tition_aade_a_10.pdf,2017/11/pe_tition_aade_a_10.pdf
1392,[Aix-Marseille] Semaine d’action contre la suppressions de contrats CUI dans l’Education du 13 au 17 novembre,/aix-marseille-semaine-daction-contre-la-suppressions-de-contrats-cui-dans-leducation-du-13-au-17-novembre/,tract_cui_unitaire_2017,miroir,2017/11/tract_cui_unitaire_2017.pdf,2017/11/tract_cui_unitaire_2017.pdf
1392,[Aix-Marseille] Semaine d’action contre la suppressions de contrats CUI dans l’Education du 13 au 17 novembre,/aix-marseille-semaine-daction-contre-la-suppressions-de-contrats-cui-dans-leducation-du-13-au-17-novembre/,motion_aade_conseil_d_e_cole_unitaire,miroir,2017/11/motion_aade_conseil_d_e_cole_unitaire-1.odt,2017/11/motion_aade_conseil_d_e_cole_unitaire-1.odt
1392,[Aix-Marseille] Semaine d’action contre la suppressions de contrats CUI dans l’Education du 13 au 17 novembre,/aix-marseille-semaine-daction-contre-la-suppressions-de-contrats-cui-dans-leducation-du-13-au-17-novembre/,courrier_aux_parents,miroir,2017/11/courrier_aux_parents.odt,2017/11/courrier_aux_parents.odt
1399,La grève continue à l'Holiday Inn Paris porte de Clichy (Clichy -92) - Rassemblement de soutien jeudi 26/10,/la-greve-continue-a-lholiday-inn-paris-porte-de-clichy-clichy-92-rassemblement-de-soutien-jeudi-26-10/,tract_greve_hemera,miroir,2017/10/tract_greve_hemera_19102017-2.pdf,2017/10/tract_greve_hemera_19102017-2.pdf
1720,"LOI SUR L’ÉTAT D’URGENCE SANITAIRE : pendant la « guerre sanitaire », la guerre sociale continue !",/loi-sur-letat-durgence-sanitaire-pendant-la-guerre-sanitaire-la-guerre-sociale-continue/,cnt_so_loi_etat_urgence_sanitaire,exact,2020/03/cnt_so_loi_etat_urgence_sanitaire.pdf,2020/03/cnt_so_loi_etat_urgence_sanitaire.pdf | sites/2/2020/03/cnt_so_loi_etat_urgence_sanitaire.pdf
